time_s,conductivity,motor1_proportion,motor1_speed,motor2_speed
3.3458,4112.000000,0.451000,1353.0000,0.0000
3.3964,4112.000000,0.457333,1372.0000,0.0000
3.4463,4118.000000,0.463333,1390.0000,0.0000
3.4963,4248.000000,0.469667,1409.0000,0.0000
3.5463,3884.000000,0.475667,1427.0000,0.0000
3.5958,3606.000000,0.482000,1446.0000,0.0000
3.6456,3774.000000,0.488000,1464.0000,0.0000
3.6963,3774.000000,0.494333,1483.0000,0.0000
3.7461,3866.000000,0.500333,1501.0000,0.0000
3.7959,3872.000000,0.506667,1520.0000,0.0000
3.8464,3918.000000,0.513000,1539.0000,0.0000
3.8960,4050.000000,0.519000,1557.0000,0.0000
3.9463,3918.000000,0.525333,1576.0000,0.0000
3.9962,3918.000000,0.531333,1594.0000,0.0000
4.0463,3768.000000,0.537667,1613.0000,0.0000
4.0962,3606.000000,0.544000,1632.0000,0.0000
4.1464,3682.000000,0.550000,1650.0000,0.0000
4.1957,3774.000000,0.556333,1669.0000,0.0000
4.2464,3762.000000,0.562667,1688.0000,0.0000
4.2958,3762.000000,0.568667,1706.0000,0.0000
4.3464,3742.000000,0.575000,1725.0000,0.0000
4.3961,3454.000000,0.581000,1743.0000,0.0000
4.4464,2844.000000,0.587333,1762.0000,0.0000
4.4964,2446.000000,0.593667,1781.0000,0.0000
4.5460,2256.000000,0.599667,1799.0000,0.0000
4.5957,2256.000000,0.606000,1818.0000,0.0000
4.6463,2124.000000,0.612000,1836.0000,0.0000
4.6957,2076.000000,0.618333,1855.0000,0.0000
4.7459,2140.000000,0.624667,1874.0000,0.0000
4.7962,2120.000000,0.630667,1892.0000,0.0000
4.8463,2068.000000,0.637000,1911.0000,0.0000
4.8963,2068.000000,0.643000,1929.0000,0.0000
4.9462,2020.000000,0.649333,1948.0000,0.0000
4.9965,1996.000000,0.655667,1967.0000,0.0000
5.0457,1952.000000,0.661667,1985.0000,0.0000
5.0960,1644.000000,0.668000,2004.0000,0.0000
5.1463,1416.000000,0.674000,2022.0000,0.0000
5.1962,1416.000000,0.680333,2041.0000,0.0000
5.2456,1316.000000,0.686667,2060.0000,0.0000
5.2960,1302.000000,0.692667,2078.0000,0.0000
5.3458,1338.000000,0.698667,2096.0000,0.0000
5.3964,1324.000000,0.705000,2115.0000,0.0000
5.4456,1240.000000,0.711000,2133.0000,0.0000
5.4958,1240.000000,0.717333,2152.0000,0.0000
5.5465,1216.000000,0.723333,2170.0000,0.0000
5.5957,1208.000000,0.729667,2189.0000,0.0000
5.6462,1044.000000,0.736000,2208.0000,0.0000
5.6958,934.000000,0.742000,2226.0000,0.0000
5.7456,952.000000,0.754667,2264.0000,0.0000
5.7959,1118.000000,0.767000,2301.0000,0.0000
5.8458,1184.000000,0.779333,2338.0000,0.0000
5.8963,1220.000000,0.791667,2375.0000,0.0000
5.9456,1400.000000,0.822667,2468.0000,0.0000
5.9956,1400.000000,0.829000,2487.0000,0.0000
6.0461,1446.000000,0.835000,2505.0000,0.0000
6.0964,1442.000000,0.841333,2524.0000,0.0000
6.1463,1460.000000,0.847333,2542.0000,0.0000
6.1958,1476.000000,0.853667,2561.0000,0.0000
6.2465,1546.000000,0.859667,2579.0000,0.0000
6.2967,1546.000000,0.866000,2598.0000,0.0000
6.3457,1628.000000,0.872000,2616.0000,0.0000
6.3961,1644.000000,0.878333,2635.0000,0.0000
6.4462,1658.000000,0.884667,2654.0000,0.0000
6.4960,1718.000000,0.890667,2672.0000,0.0000
6.5463,1766.000000,0.897000,2691.0000,0.0000
6.5960,1766.000000,0.903000,2709.0000,0.0000
6.6462,1770.000000,0.909333,2728.0000,0.0000
6.6962,1820.000000,0.915333,2746.0000,0.0000
6.7460,1926.000000,0.921667,2765.0000,0.0000
6.7961,2020.000000,0.928000,2784.0000,0.0000
6.8460,2054.000000,0.934000,2802.0000,0.0000
6.8956,2054.000000,0.940333,2821.0000,0.0000
6.9461,2184.000000,0.946667,2840.0000,0.0000
6.9960,2248.000000,0.952667,2858.0000,0.0000
7.0462,2258.000000,0.959000,2877.0000,0.0000
7.0960,2314.000000,0.965000,2895.0000,0.0000
7.1463,2370.000000,0.971333,2914.0000,0.0000
7.1956,2370.000000,0.977333,2932.0000,0.0000
7.2459,2446.000000,0.983667,2951.0000,0.0000
7.2960,2460.000000,0.990000,2970.0000,0.0000
7.3463,2474.000000,0.996000,2988.0000,0.0000
7.3958,2570.000000,0.000000,0.0000,0.0000
7.4463,2502.000000,0.000000,0.0000,0.0000
7.4956,2502.000000,0.000000,0.0000,0.0000
7.5463,2476.000000,0.000000,0.0000,0.0000
7.5960,2468.000000,0.000000,0.0000,0.0000
7.6464,2476.000000,0.000000,0.0000,0.0000
7.6956,2474.000000,0.000000,0.0000,0.0000
7.7507,2486.000000,0.000000,0.0000,0.0000
7.7964,2486.000000,0.000000,0.0000,0.0000
7.8456,2468.000000,0.000000,0.0000,0.0000
7.8966,2480.000000,0.000000,0.0000,0.0000
7.9510,2490.000000,0.000000,0.0000,0.0000
7.9964,2490.000000,0.000000,0.0000,0.0000
8.0457,2476.000000,0.000000,0.0000,0.0000
8.0958,2476.000000,0.000000,0.0000,0.0000
8.1463,2474.000000,0.000000,0.0000,0.0000
8.1957,2474.000000,0.000000,0.0000,0.0000
8.2463,2474.000000,0.000000,0.0000,0.0000
8.2958,2466.000000,0.000000,0.0000,0.0000
8.3494,2490.000000,0.000000,0.0000,0.0000
8.3965,2490.000000,0.000000,0.0000,0.0000
8.4459,2474.000000,0.000000,0.0000,0.0000
8.4964,2468.000000,0.000000,0.0000,0.0000
8.5464,2466.000000,0.000000,0.0000,0.0000
8.5958,2474.000000,0.000000,0.0000,0.0000
8.6461,2474.000000,0.000000,0.0000,0.0000
8.6961,2474.000000,0.000000,0.0000,0.0000
8.7465,2476.000000,0.000000,0.0000,0.0000
8.7960,2474.000000,0.000000,0.0000,0.0000
8.8462,2486.000000,0.000000,0.0000,0.0000
8.8960,2474.000000,0.000000,0.0000,0.0000
8.9511,2474.000000,0.000000,0.0000,0.0000
8.9963,2474.000000,0.000000,0.0000,0.0000
9.0465,2476.000000,0.000000,0.0000,0.0000
9.0965,2466.000000,0.000000,0.0000,0.0000
9.1459,24.000000,0.000000,0.0000,0.0000
9.1965,2474.000000,0.000000,0.0000,0.0000
