time_s,conductivity,motor1_proportion,motor1_speed,motor2_speed
5.7779,1118.000000,0.767000,2301.0000,0.0000
5.8277,1184.000000,0.779333,2338.0000,0.0000
5.8772,1220.000000,0.791667,2375.0000,0.0000
5.9277,1400.000000,0.822667,2468.0000,0.0000
5.9781,1400.000000,0.829000,2487.0000,0.0000
6.0272,1446.000000,0.835000,2505.0000,0.0000
6.0773,1442.000000,0.841333,2524.0000,0.0000
6.1278,1460.000000,0.847333,2542.0000,0.0000
6.1780,1476.000000,0.853667,2561.0000,0.0000
6.2276,1546.000000,0.859667,2579.0000,0.0000
6.2776,1546.000000,0.866000,2598.0000,0.0000
6.3274,1628.000000,0.872000,2616.0000,0.0000
6.3773,1644.000000,0.878333,2635.0000,0.0000
6.4274,1658.000000,0.884667,2654.0000,0.0000
6.4778,1718.000000,0.890667,2672.0000,0.0000
6.5277,1766.000000,0.897000,2691.0000,0.0000
6.5781,1766.000000,0.903000,2709.0000,0.0000
6.6277,1770.000000,0.909333,2728.0000,0.0000
6.6776,1820.000000,0.915333,2746.0000,0.0000
6.7272,1926.000000,0.921667,2765.0000,0.0000
6.7779,2020.000000,0.928000,2784.0000,0.0000
6.8273,2054.000000,0.934000,2802.0000,0.0000
6.8774,2054.000000,0.940333,2821.0000,0.0000
6.9274,2184.000000,0.946667,2840.0000,0.0000
6.9776,2248.000000,0.952667,2858.0000,0.0000
7.0273,2258.000000,0.959000,2877.0000,0.0000
7.0776,2314.000000,0.965000,2895.0000,0.0000
7.1279,2370.000000,0.971333,2914.0000,0.0000
7.1779,2370.000000,0.977333,2932.0000,0.0000
7.2276,2446.000000,0.983667,2951.0000,0.0000
7.2773,2460.000000,0.990000,2970.0000,0.0000
7.3271,2474.000000,0.996000,2988.0000,0.0000
7.3775,2570.000000,0.000000,0.0000,0.0000
7.4276,2502.000000,0.000000,0.0000,0.0000
7.4776,2502.000000,0.000000,0.0000,0.0000
7.5275,2476.000000,0.000000,0.0000,0.0000
7.5778,2468.000000,0.000000,0.0000,0.0000
7.6276,2476.000000,0.000000,0.0000,0.0000
7.6772,2474.000000,0.000000,0.0000,0.0000
7.7277,2486.000000,0.000000,0.0000,0.0000
7.7773,2486.000000,0.000000,0.0000,0.0000
7.8278,2468.000000,0.000000,0.0000,0.0000
7.8772,2480.000000,0.000000,0.0000,0.0000
7.9271,2490.000000,0.000000,0.0000,0.0000
7.9771,2490.000000,0.000000,0.0000,0.0000
8.0279,2476.000000,0.000000,0.0000,0.0000
8.0777,2476.000000,0.000000,0.0000,0.0000
8.1280,2474.000000,0.000000,0.0000,0.0000
8.1771,2474.000000,0.000000,0.0000,0.0000
8.2278,2474.000000,0.000000,0.0000,0.0000
8.2778,2466.000000,0.000000,0.0000,0.0000
8.3281,2490.000000,0.000000,0.0000,0.0000
8.3773,2490.000000,0.000000,0.0000,0.0000
8.4271,2474.000000,0.000000,0.0000,0.0000
8.4779,2468.000000,0.000000,0.0000,0.0000
8.5279,2466.000000,0.000000,0.0000,0.0000
8.5780,2474.000000,0.000000,0.0000,0.0000
8.6274,2474.000000,0.000000,0.0000,0.0000
8.6774,2474.000000,0.000000,0.0000,0.0000
8.7278,2476.000000,0.000000,0.0000,0.0000
8.7777,2474.000000,0.000000,0.0000,0.0000
8.8274,2486.000000,0.000000,0.0000,0.0000
8.8774,2474.000000,0.000000,0.0000,0.0000
8.9275,2474.000000,0.000000,0.0000,0.0000
8.9771,2474.000000,0.000000,0.0000,0.0000
9.0272,2476.000000,0.000000,0.0000,0.0000
9.0776,2466.000000,0.000000,0.0000,0.0000
9.1274,24.000000,0.000000,0.0000,0.0000
9.1780,2474.000000,0.000000,0.0000,0.0000
