time_s,conductivity,motor1_proportion,motor1_speed,motor2_speed
5.2501,1316.000000,0.686667,2060.0000,0.0000
5.2996,1302.000000,0.692667,2078.0000,0.0000
5.3495,1338.000000,0.698667,2096.0000,0.0000
5.4002,1324.000000,0.705000,2115.0000,0.0000
5.4496,1240.000000,0.711000,2133.0000,0.0000
5.4994,1240.000000,0.717333,2152.0000,0.0000
5.5500,1216.000000,0.723333,2170.0000,0.0000
5.5994,1208.000000,0.729667,2189.0000,0.0000
5.6504,1044.000000,0.736000,2208.0000,0.0000
5.7002,934.000000,0.742000,2226.0000,0.0000
5.7503,952.000000,0.754667,2264.0000,0.0000
5.7993,1118.000000,0.767000,2301.0000,0.0000
5.8497,1184.000000,0.779333,2338.0000,0.0000
5.9000,1220.000000,0.791667,2375.0000,0.0000
5.9501,1400.000000,0.822667,2468.0000,0.0000
5.9997,1400.000000,0.829000,2487.0000,0.0000
6.0498,1446.000000,0.835000,2505.0000,0.0000
6.0998,1442.000000,0.841333,2524.0000,0.0000
6.1499,1460.000000,0.847333,2542.0000,0.0000
6.2002,1476.000000,0.853667,2561.0000,0.0000
6.2499,1546.000000,0.859667,2579.0000,0.0000
6.3001,1546.000000,0.866000,2598.0000,0.0000
6.3498,1628.000000,0.872000,2616.0000,0.0000
6.4000,1644.000000,0.878333,2635.0000,0.0000
6.4502,1658.000000,0.884667,2654.0000,0.0000
6.4996,1718.000000,0.890667,2672.0000,0.0000
6.5498,1766.000000,0.897000,2691.0000,0.0000
6.5996,1766.000000,0.903000,2709.0000,0.0000
6.6494,1770.000000,0.909333,2728.0000,0.0000
6.6998,1820.000000,0.915333,2746.0000,0.0000
6.7501,1926.000000,0.921667,2765.0000,0.0000
6.7996,2020.000000,0.928000,2784.0000,0.0000
6.8494,2054.000000,0.934000,2802.0000,0.0000
6.9003,2054.000000,0.940333,2821.0000,0.0000
6.9495,2184.000000,0.946667,2840.0000,0.0000
6.9998,2248.000000,0.952667,2858.0000,0.0000
7.0498,2258.000000,0.959000,2877.0000,0.0000
7.1000,2314.000000,0.965000,2895.0000,0.0000
7.1498,2370.000000,0.971333,2914.0000,0.0000
7.1997,2370.000000,0.977333,2932.0000,0.0000
7.2495,2446.000000,0.983667,2951.0000,0.0000
7.2999,2460.000000,0.990000,2970.0000,0.0000
7.3500,2474.000000,0.996000,2988.0000,0.0000
7.3994,2570.000000,0.000000,0.0000,0.0000
7.4507,2502.000000,0.000000,0.0000,0.0000
7.4995,2502.000000,0.000000,0.0000,0.0000
7.5498,2476.000000,0.000000,0.0000,0.0000
7.5996,2468.000000,0.000000,0.0000,0.0000
7.6497,2476.000000,0.000000,0.0000,0.0000
7.6994,2474.000000,0.000000,0.0000,0.0000
7.7500,2486.000000,0.000000,0.0000,0.0000
7.7998,2486.000000,0.000000,0.0000,0.0000
7.8497,2468.000000,0.000000,0.0000,0.0000
7.9002,2480.000000,0.000000,0.0000,0.0000
7.9495,2490.000000,0.000000,0.0000,0.0000
8.0007,2490.000000,0.000000,0.0000,0.0000
8.0498,2476.000000,0.000000,0.0000,0.0000
8.0996,2476.000000,0.000000,0.0000,0.0000
8.1493,2474.000000,0.000000,0.0000,0.0000
8.1996,2474.000000,0.000000,0.0000,0.0000
8.2497,2474.000000,0.000000,0.0000,0.0000
8.2996,2466.000000,0.000000,0.0000,0.0000
8.3495,2490.000000,0.000000,0.0000,0.0000
8.3993,2490.000000,0.000000,0.0000,0.0000
8.4500,2474.000000,0.000000,0.0000,0.0000
8.4992,2468.000000,0.000000,0.0000,0.0000
8.5494,2466.000000,0.000000,0.0000,0.0000
8.6002,2474.000000,0.000000,0.0000,0.0000
8.6493,2474.000000,0.000000,0.0000,0.0000
8.6997,2474.000000,0.000000,0.0000,0.0000
8.7495,2476.000000,0.000000,0.0000,0.0000
8.8000,2474.000000,0.000000,0.0000,0.0000
8.8494,2486.000000,0.000000,0.0000,0.0000
8.8994,2474.000000,0.000000,0.0000,0.0000
8.9500,2474.000000,0.000000,0.0000,0.0000
9.0002,2474.000000,0.000000,0.0000,0.0000
9.0495,2476.000000,0.000000,0.0000,0.0000
9.0997,2466.000000,0.000000,0.0000,0.0000
9.1497,24.000000,0.000000,0.0000,0.0000
9.1998,2474.000000,0.000000,0.0000,0.0000
