time_s,conductivity,motor1_proportion,motor1_speed,motor2_speed
5.1048,1416.000000,0.674000,2022.0000,0.0000
5.1550,1416.000000,0.680333,2041.0000,0.0000
5.2048,1316.000000,0.686667,2060.0000,0.0000
5.2549,1302.000000,0.692667,2078.0000,0.0000
5.3045,1338.000000,0.698667,2096.0000,0.0000
5.3552,1324.000000,0.705000,2115.0000,0.0000
5.4043,1240.000000,0.711000,2133.0000,0.0000
5.4544,1240.000000,0.717333,2152.0000,0.0000
5.5043,1216.000000,0.723333,2170.0000,0.0000
5.5547,1208.000000,0.729667,2189.0000,0.0000
5.6041,1044.000000,0.736000,2208.0000,0.0000
5.6549,934.000000,0.742000,2226.0000,0.0000
5.7047,952.000000,0.754667,2264.0000,0.0000
5.7544,1118.000000,0.767000,2301.0000,0.0000
5.8049,1184.000000,0.779333,2338.0000,0.0000
5.8546,1220.000000,0.791667,2375.0000,0.0000
5.9041,1400.000000,0.822667,2468.0000,0.0000
5.9548,1400.000000,0.829000,2487.0000,0.0000
6.0042,1446.000000,0.835000,2505.0000,0.0000
6.0548,1442.000000,0.841333,2524.0000,0.0000
6.1048,1460.000000,0.847333,2542.0000,0.0000
6.1547,1476.000000,0.853667,2561.0000,0.0000
6.2041,1546.000000,0.859667,2579.0000,0.0000
6.2549,1546.000000,0.866000,2598.0000,0.0000
6.3041,1628.000000,0.872000,2616.0000,0.0000
6.3550,1644.000000,0.878333,2635.0000,0.0000
6.4046,1658.000000,0.884667,2654.0000,0.0000
6.4546,1718.000000,0.890667,2672.0000,0.0000
6.5047,1766.000000,0.897000,2691.0000,0.0000
6.5550,1766.000000,0.903000,2709.0000,0.0000
6.6045,1770.000000,0.909333,2728.0000,0.0000
6.6546,1820.000000,0.915333,2746.0000,0.0000
6.7048,1926.000000,0.921667,2765.0000,0.0000
6.7545,2020.000000,0.928000,2784.0000,0.0000
6.8043,2054.000000,0.934000,2802.0000,0.0000
6.8550,2054.000000,0.940333,2821.0000,0.0000
6.9047,2184.000000,0.946667,2840.0000,0.0000
6.9549,2248.000000,0.952667,2858.0000,0.0000
7.0050,2258.000000,0.959000,2877.0000,0.0000
7.0547,2314.000000,0.965000,2895.0000,0.0000
7.1041,2370.000000,0.971333,2914.0000,0.0000
7.1550,2370.000000,0.977333,2932.0000,0.0000
7.2047,2446.000000,0.983667,2951.0000,0.0000
7.2544,2460.000000,0.990000,2970.0000,0.0000
7.3044,2474.000000,0.996000,2988.0000,0.0000
7.3543,2570.000000,0.000000,0.0000,0.0000
7.4045,2502.000000,0.000000,0.0000,0.0000
7.4545,2502.000000,0.000000,0.0000,0.0000
7.5049,2476.000000,0.000000,0.0000,0.0000
7.5546,2468.000000,0.000000,0.0000,0.0000
7.6041,2476.000000,0.000000,0.0000,0.0000
7.6546,2474.000000,0.000000,0.0000,0.0000
7.7041,2486.000000,0.000000,0.0000,0.0000
7.7543,2486.000000,0.000000,0.0000,0.0000
7.8047,2468.000000,0.000000,0.0000,0.0000
7.8550,2480.000000,0.000000,0.0000,0.0000
7.9045,2490.000000,0.000000,0.0000,0.0000
7.9543,2490.000000,0.000000,0.0000,0.0000
8.0043,2476.000000,0.000000,0.0000,0.0000
8.0546,2476.000000,0.000000,0.0000,0.0000
8.1047,2474.000000,0.000000,0.0000,0.0000
8.1547,2474.000000,0.000000,0.0000,0.0000
8.2041,2474.000000,0.000000,0.0000,0.0000
8.2543,2466.000000,0.000000,0.0000,0.0000
8.3051,2490.000000,0.000000,0.0000,0.0000
8.3543,2490.000000,0.000000,0.0000,0.0000
8.4046,2474.000000,0.000000,0.0000,0.0000
8.4542,2468.000000,0.000000,0.0000,0.0000
8.5044,2466.000000,0.000000,0.0000,0.0000
8.5549,2474.000000,0.000000,0.0000,0.0000
8.6041,2474.000000,0.000000,0.0000,0.0000
8.6550,2474.000000,0.000000,0.0000,0.0000
8.7050,2476.000000,0.000000,0.0000,0.0000
8.7551,2474.000000,0.000000,0.0000,0.0000
8.8047,2486.000000,0.000000,0.0000,0.0000
8.8549,2474.000000,0.000000,0.0000,0.0000
8.9049,2474.000000,0.000000,0.0000,0.0000
8.9547,2474.000000,0.000000,0.0000,0.0000
9.0050,2476.000000,0.000000,0.0000,0.0000
9.0542,2466.000000,0.000000,0.0000,0.0000
9.1047,24.000000,0.000000,0.0000,0.0000
9.1547,2474.000000,0.000000,0.0000,0.0000
