time_s,conductivity,motor1_proportion,motor1_speed,motor2_speed
3.1907,4132.000000,0.432667,1298.0000,0.0000
3.2407,4128.000000,0.438667,1316.0000,0.0000
3.2905,4148.000000,0.445000,1335.0000,0.0000
3.3408,4112.000000,0.451000,1353.0000,0.0000
3.3907,4112.000000,0.457333,1372.0000,0.0000
3.4409,4118.000000,0.463333,1390.0000,0.0000
3.4908,4248.000000,0.469667,1409.0000,0.0000
3.5403,3884.000000,0.475667,1427.0000,0.0000
3.5908,3606.000000,0.482000,1446.0000,0.0000
3.6409,3774.000000,0.488000,1464.0000,0.0000
3.6907,3774.000000,0.494333,1483.0000,0.0000
3.7408,3866.000000,0.500333,1501.0000,0.0000
3.7910,3872.000000,0.506667,1520.0000,0.0000
3.8410,3918.000000,0.513000,1539.0000,0.0000
3.8912,4050.000000,0.519000,1557.0000,0.0000
3.9405,3918.000000,0.525333,1576.0000,0.0000
3.9903,3918.000000,0.531333,1594.0000,0.0000
4.0402,3768.000000,0.537667,1613.0000,0.0000
4.0905,3606.000000,0.544000,1632.0000,0.0000
4.1404,3682.000000,0.550000,1650.0000,0.0000
4.1908,3774.000000,0.556333,1669.0000,0.0000
4.2405,3762.000000,0.562667,1688.0000,0.0000
4.2904,3762.000000,0.568667,1706.0000,0.0000
4.3408,3742.000000,0.575000,1725.0000,0.0000
4.3906,3454.000000,0.581000,1743.0000,0.0000
4.4406,2844.000000,0.587333,1762.0000,0.0000
4.4904,2446.000000,0.593667,1781.0000,0.0000
4.5411,2256.000000,0.599667,1799.0000,0.0000
4.5908,2256.000000,0.606000,1818.0000,0.0000
4.6404,2124.000000,0.612000,1836.0000,0.0000
4.6913,2076.000000,0.618333,1855.0000,0.0000
4.7405,2140.000000,0.624667,1874.0000,0.0000
4.7909,2120.000000,0.630667,1892.0000,0.0000
4.8410,2068.000000,0.637000,1911.0000,0.0000
4.8908,2068.000000,0.643000,1929.0000,0.0000
4.9404,2020.000000,0.649333,1948.0000,0.0000
4.9910,1996.000000,0.655667,1967.0000,0.0000
5.0408,1952.000000,0.661667,1985.0000,0.0000
5.0918,1644.000000,0.668000,2004.0000,0.0000
5.1410,1416.000000,0.674000,2022.0000,0.0000
5.1911,1416.000000,0.680333,2041.0000,0.0000
5.2406,1316.000000,0.686667,2060.0000,0.0000
5.2907,1302.000000,0.692667,2078.0000,0.0000
5.3404,1338.000000,0.698667,2096.0000,0.0000
5.3911,1324.000000,0.705000,2115.0000,0.0000
5.4410,1240.000000,0.711000,2133.0000,0.0000
5.4910,1240.000000,0.717333,2152.0000,0.0000
5.5405,1216.000000,0.723333,2170.0000,0.0000
5.5905,1208.000000,0.729667,2189.0000,0.0000
5.6406,1044.000000,0.736000,2208.0000,0.0000
5.6911,934.000000,0.742000,2226.0000,0.0000
5.7404,952.000000,0.754667,2264.0000,0.0000
5.7907,1118.000000,0.767000,2301.0000,0.0000
5.8406,1184.000000,0.779333,2338.0000,0.0000
5.8907,1220.000000,0.791667,2375.0000,0.0000
5.9404,1400.000000,0.822667,2468.0000,0.0000
5.9934,1400.000000,0.829000,2487.0000,0.0000
6.0412,1446.000000,0.835000,2505.0000,0.0000
6.0919,1442.000000,0.841333,2524.0000,0.0000
6.1409,1460.000000,0.847333,2542.0000,0.0000
6.1936,1476.000000,0.853667,2561.0000,0.0000
6.2402,1546.000000,0.859667,2579.0000,0.0000
6.2908,1546.000000,0.866000,2598.0000,0.0000
6.3404,1628.000000,0.872000,2616.0000,0.0000
6.3909,1644.000000,0.878333,2635.0000,0.0000
6.4404,1658.000000,0.884667,2654.0000,0.0000
6.4910,1718.000000,0.890667,2672.0000,0.0000
6.5403,1766.000000,0.897000,2691.0000,0.0000
6.5906,1766.000000,0.903000,2709.0000,0.0000
6.6403,1770.000000,0.909333,2728.0000,0.0000
6.6905,1820.000000,0.915333,2746.0000,0.0000
6.7408,1926.000000,0.921667,2765.0000,0.0000
6.7902,2020.000000,0.928000,2784.0000,0.0000
6.8405,2054.000000,0.934000,2802.0000,0.0000
6.8908,2054.000000,0.940333,2821.0000,0.0000
6.9410,2184.000000,0.946667,2840.0000,0.0000
6.9904,2248.000000,0.952667,2858.0000,0.0000
7.0407,2258.000000,0.959000,2877.0000,0.0000
7.0905,2314.000000,0.965000,2895.0000,0.0000
7.1407,2370.000000,0.971333,2914.0000,0.0000
7.1902,2370.000000,0.977333,2932.0000,0.0000
7.2402,2446.000000,0.983667,2951.0000,0.0000
7.2902,2460.000000,0.990000,2970.0000,0.0000
7.3409,2474.000000,0.996000,2988.0000,0.0000
7.3906,2570.000000,0.000000,0.0000,0.0000
7.4407,2502.000000,0.000000,0.0000,0.0000
7.4909,2502.000000,0.000000,0.0000,0.0000
7.5409,2476.000000,0.000000,0.0000,0.0000
7.5910,2468.000000,0.000000,0.0000,0.0000
7.6412,2476.000000,0.000000,0.0000,0.0000
7.6905,2474.000000,0.000000,0.0000,0.0000
7.7412,2486.000000,0.000000,0.0000,0.0000
7.7905,2486.000000,0.000000,0.0000,0.0000
7.8406,2468.000000,0.000000,0.0000,0.0000
7.8901,2480.000000,0.000000,0.0000,0.0000
7.9407,2490.000000,0.000000,0.0000,0.0000
7.9906,2490.000000,0.000000,0.0000,0.0000
8.0409,2476.000000,0.000000,0.0000,0.0000
8.0911,2476.000000,0.000000,0.0000,0.0000
8.1404,2474.000000,0.000000,0.0000,0.0000
8.1911,2474.000000,0.000000,0.0000,0.0000
8.2408,2474.000000,0.000000,0.0000,0.0000
8.2901,2466.000000,0.000000,0.0000,0.0000
8.3411,2490.000000,0.000000,0.0000,0.0000
8.3902,2490.000000,0.000000,0.0000,0.0000
8.4413,2474.000000,0.000000,0.0000,0.0000
8.4908,2468.000000,0.000000,0.0000,0.0000
8.5408,2466.000000,0.000000,0.0000,0.0000
8.5902,2474.000000,0.000000,0.0000,0.0000
8.6413,2474.000000,0.000000,0.0000,0.0000
8.6908,2474.000000,0.000000,0.0000,0.0000
8.7405,2476.000000,0.000000,0.0000,0.0000
8.7910,2474.000000,0.000000,0.0000,0.0000
8.8403,2486.000000,0.000000,0.0000,0.0000
8.8909,2474.000000,0.000000,0.0000,0.0000
8.9401,2474.000000,0.000000,0.0000,0.0000
8.9904,2474.000000,0.000000,0.0000,0.0000
9.0402,2476.000000,0.000000,0.0000,0.0000
9.0910,2466.000000,0.000000,0.0000,0.0000
9.1409,24.000000,0.000000,0.0000,0.0000
9.1910,2474.000000,0.000000,0.0000,0.0000
