time_s,conductivity,motor1_proportion,motor1_speed,motor2_speed
6.2787,1546.000000,0.866000,2598.0000,0.0000
6.3289,1628.000000,0.872000,2616.0000,0.0000
6.3789,1644.000000,0.878333,2635.0000,0.0000
6.4289,1658.000000,0.884667,2654.0000,0.0000
6.4790,1718.000000,0.890667,2672.0000,0.0000
6.5292,1766.000000,0.897000,2691.0000,0.0000
6.5790,1766.000000,0.903000,2709.0000,0.0000
6.6292,1770.000000,0.909333,2728.0000,0.0000
6.6786,1820.000000,0.915333,2746.0000,0.0000
6.7288,1926.000000,0.921667,2765.0000,0.0000
6.7790,2020.000000,0.928000,2784.0000,0.0000
6.8292,2054.000000,0.934000,2802.0000,0.0000
6.8790,2054.000000,0.940333,2821.0000,0.0000
6.9292,2184.000000,0.946667,2840.0000,0.0000
6.9788,2248.000000,0.952667,2858.0000,0.0000
7.0286,2258.000000,0.959000,2877.0000,0.0000
7.0786,2314.000000,0.965000,2895.0000,0.0000
7.1289,2370.000000,0.971333,2914.0000,0.0000
7.1789,2370.000000,0.977333,2932.0000,0.0000
7.2289,2446.000000,0.983667,2951.0000,0.0000
7.2787,2460.000000,0.990000,2970.0000,0.0000
7.3288,2474.000000,0.996000,2988.0000,0.0000
7.3784,2570.000000,0.000000,0.0000,0.0000
7.4291,2502.000000,0.000000,0.0000,0.0000
7.4790,2502.000000,0.000000,0.0000,0.0000
7.5284,2476.000000,0.000000,0.0000,0.0000
7.5788,2468.000000,0.000000,0.0000,0.0000
7.6286,2476.000000,0.000000,0.0000,0.0000
7.6792,2474.000000,0.000000,0.0000,0.0000
7.7285,2486.000000,0.000000,0.0000,0.0000
7.7785,2486.000000,0.000000,0.0000,0.0000
7.8292,2468.000000,0.000000,0.0000,0.0000
7.8785,2480.000000,0.000000,0.0000,0.0000
7.9291,2490.000000,0.000000,0.0000,0.0000
7.9792,2490.000000,0.000000,0.0000,0.0000
8.0288,2476.000000,0.000000,0.0000,0.0000
8.0788,2476.000000,0.000000,0.0000,0.0000
8.1293,2474.000000,0.000000,0.0000,0.0000
8.1789,2474.000000,0.000000,0.0000,0.0000
8.2284,2474.000000,0.000000,0.0000,0.0000
8.2792,2466.000000,0.000000,0.0000,0.0000
8.3293,2490.000000,0.000000,0.0000,0.0000
8.3793,2490.000000,0.000000,0.0000,0.0000
8.4294,2474.000000,0.000000,0.0000,0.0000
8.4789,2468.000000,0.000000,0.0000,0.0000
8.5284,2466.000000,0.000000,0.0000,0.0000
8.5787,2474.000000,0.000000,0.0000,0.0000
8.6288,2474.000000,0.000000,0.0000,0.0000
8.6792,2474.000000,0.000000,0.0000,0.0000
8.7292,2476.000000,0.000000,0.0000,0.0000
8.7791,2474.000000,0.000000,0.0000,0.0000
8.8292,2486.000000,0.000000,0.0000,0.0000
8.8791,2474.000000,0.000000,0.0000,0.0000
8.9292,2474.000000,0.000000,0.0000,0.0000
8.9794,2474.000000,0.000000,0.0000,0.0000
9.0288,2476.000000,0.000000,0.0000,0.0000
9.0784,2466.000000,0.000000,0.0000,0.0000
9.1293,24.000000,0.000000,0.0000,0.0000
9.1790,2474.000000,0.000000,0.0000,0.0000
