time_s,conductivity,motor1_proportion,motor1_speed,motor2_speed
4.2262,3762.000000,0.562667,1688.0000,0.0000
4.2756,3762.000000,0.568667,1706.0000,0.0000
4.3259,3742.000000,0.575000,1725.0000,0.0000
4.3813,3454.000000,0.581000,1743.0000,0.0000
4.4263,2844.000000,0.587333,1762.0000,0.0000
4.4757,2446.000000,0.593667,1781.0000,0.0000
4.5259,2256.000000,0.599667,1799.0000,0.0000
4.5760,2256.000000,0.606000,1818.0000,0.0000
4.6261,2124.000000,0.612000,1836.0000,0.0000
4.6794,2076.000000,0.618333,1855.0000,0.0000
4.7257,2140.000000,0.624667,1874.0000,0.0000
4.7758,2120.000000,0.630667,1892.0000,0.0000
4.8263,2068.000000,0.637000,1911.0000,0.0000
4.8758,2068.000000,0.643000,1929.0000,0.0000
4.9257,2020.000000,0.649333,1948.0000,0.0000
4.9757,1996.000000,0.655667,1967.0000,0.0000
5.0263,1952.000000,0.661667,1985.0000,0.0000
5.0758,1644.000000,0.668000,2004.0000,0.0000
5.1258,1416.000000,0.674000,2022.0000,0.0000
5.1764,1416.000000,0.680333,2041.0000,0.0000
5.2257,1316.000000,0.686667,2060.0000,0.0000
5.2764,1302.000000,0.692667,2078.0000,0.0000
5.3263,1338.000000,0.698667,2096.0000,0.0000
5.3764,1324.000000,0.705000,2115.0000,0.0000
5.4260,1240.000000,0.711000,2133.0000,0.0000
5.4756,1240.000000,0.717333,2152.0000,0.0000
5.5264,1216.000000,0.723333,2170.0000,0.0000
5.5761,1208.000000,0.729667,2189.0000,0.0000
5.6261,1044.000000,0.736000,2208.0000,0.0000
5.6762,934.000000,0.742000,2226.0000,0.0000
5.7265,952.000000,0.754667,2264.0000,0.0000
5.7765,1118.000000,0.767000,2301.0000,0.0000
5.8263,1184.000000,0.779333,2338.0000,0.0000
5.8758,1220.000000,0.791667,2375.0000,0.0000
5.9258,1400.000000,0.822667,2468.0000,0.0000
5.9758,1400.000000,0.829000,2487.0000,0.0000
6.0262,1446.000000,0.835000,2505.0000,0.0000
6.0764,1442.000000,0.841333,2524.0000,0.0000
6.1260,1460.000000,0.847333,2542.0000,0.0000
6.1756,1476.000000,0.853667,2561.0000,0.0000
6.2265,1546.000000,0.859667,2579.0000,0.0000
6.2758,1546.000000,0.866000,2598.0000,0.0000
6.3259,1628.000000,0.872000,2616.0000,0.0000
6.3756,1644.000000,0.878333,2635.0000,0.0000
6.4261,1658.000000,0.884667,2654.0000,0.0000
6.4757,1718.000000,0.890667,2672.0000,0.0000
6.5265,1766.000000,0.897000,2691.0000,0.0000
6.5759,1766.000000,0.903000,2709.0000,0.0000
6.6261,1770.000000,0.909333,2728.0000,0.0000
6.6760,1820.000000,0.915333,2746.0000,0.0000
6.7261,1926.000000,0.921667,2765.0000,0.0000
6.7761,2020.000000,0.928000,2784.0000,0.0000
6.8260,2054.000000,0.934000,2802.0000,0.0000
6.8762,2054.000000,0.940333,2821.0000,0.0000
6.9260,2184.000000,0.946667,2840.0000,0.0000
6.9758,2248.000000,0.952667,2858.0000,0.0000
7.0264,2258.000000,0.959000,2877.0000,0.0000
7.0764,2314.000000,0.965000,2895.0000,0.0000
7.1263,2370.000000,0.971333,2914.0000,0.0000
7.1756,2370.000000,0.977333,2932.0000,0.0000
7.2263,2446.000000,0.983667,2951.0000,0.0000
7.2763,2460.000000,0.990000,2970.0000,0.0000
7.3260,2474.000000,0.996000,2988.0000,0.0000
7.3763,2570.000000,0.000000,0.0000,0.0000
7.4263,2502.000000,0.000000,0.0000,0.0000
7.4756,2502.000000,0.000000,0.0000,0.0000
7.5258,2476.000000,0.000000,0.0000,0.0000
7.5764,2468.000000,0.000000,0.0000,0.0000
7.6263,2476.000000,0.000000,0.0000,0.0000
7.6764,2474.000000,0.000000,0.0000,0.0000
7.7261,2486.000000,0.000000,0.0000,0.0000
7.7762,2486.000000,0.000000,0.0000,0.0000
7.8261,2468.000000,0.000000,0.0000,0.0000
7.8759,2480.000000,0.000000,0.0000,0.0000
7.9265,2490.000000,0.000000,0.0000,0.0000
7.9759,2490.000000,0.000000,0.0000,0.0000
8.0258,2476.000000,0.000000,0.0000,0.0000
8.0761,2476.000000,0.000000,0.0000,0.0000
8.1257,2474.000000,0.000000,0.0000,0.0000
8.1766,2474.000000,0.000000,0.0000,0.0000
8.2261,2474.000000,0.000000,0.0000,0.0000
8.2757,2466.000000,0.000000,0.0000,0.0000
8.3266,2490.000000,0.000000,0.0000,0.0000
8.3760,2490.000000,0.000000,0.0000,0.0000
8.4264,2474.000000,0.000000,0.0000,0.0000
8.4758,2468.000000,0.000000,0.0000,0.0000
8.5260,2466.000000,0.000000,0.0000,0.0000
8.5764,2474.000000,0.000000,0.0000,0.0000
8.6259,2474.000000,0.000000,0.0000,0.0000
8.6757,2474.000000,0.000000,0.0000,0.0000
8.7259,2476.000000,0.000000,0.0000,0.0000
8.7759,2474.000000,0.000000,0.0000,0.0000
8.8258,2486.000000,0.000000,0.0000,0.0000
8.8756,2474.000000,0.000000,0.0000,0.0000
8.9257,2474.000000,0.000000,0.0000,0.0000
8.9762,2474.000000,0.000000,0.0000,0.0000
9.0264,2476.000000,0.000000,0.0000,0.0000
9.0765,2466.000000,0.000000,0.0000,0.0000
9.1264,24.000000,0.000000,0.0000,0.0000
9.1758,2474.000000,0.000000,0.0000,0.0000
